REGIONID,PRODUCTGROUP,ITEM,TARGETWEEK,PLANWEEK,PRICE,DISCOUNT
A01,PRODUCT33,ITEM04556,201627,201627,1199,251
A01,PRODUCT33,ITEM04556,201628,201628,1199,251
A01,PRODUCT33,ITEM01049,201420,201601,1499,166
A01,PRODUCT33,ITEM01049,201421,201601,1499,166
A01,PRODUCT33,ITEM04536,201510,201601,1099,106
A01,PRODUCT33,ITEM04536,201511,201601,1099,106
A01,PRODUCT33,ITEM04536,201517,201601,1099,106
A01,PRODUCT33,ITEM04536,201518,201601,1099,106
A01,PRODUCT33,ITEM04536,201519,201601,1099,106
A01,PRODUCT33,ITEM04536,201520,201601,1099,218
A01,PRODUCT33,ITEM04536,201521,201601,1099,218
A01,PRODUCT33,ITEM04536,201522,201601,1099,218
A01,PRODUCT33,ITEM04536,201523,201601,1099,218
A01,PRODUCT33,ITEM04536,201529,201601,1099,96
A01,PRODUCT33,ITEM04536,201530,201601,1099,96
A01,PRODUCT33,ITEM04536,201531,201601,1099,96
A01,PRODUCT33,ITEM04536,201535,201601,1099,207
A01,PRODUCT33,ITEM04536,201536,201601,1099,207
A01,PRODUCT33,ITEM04536,201537,201601,1099,207
A01,PRODUCT33,ITEM04536,201538,201601,1099,207
A01,PRODUCT33,ITEM04536,201541,201601,1099,151
A01,PRODUCT33,ITEM04536,201542,201601,1099,151
A01,PRODUCT33,ITEM04536,201543,201601,1099,151
A01,PRODUCT33,ITEM04536,201544,201601,1099,151
A01,PRODUCT33,ITEM04536,201551,201601,1099,262
A01,PRODUCT33,ITEM04536,201552,201601,1099,262
A01,PRODUCT33,ITEM04536,201553,201601,1099,262
A01,PRODUCT33,ITEM04536,201601,201601,1099,262
A01,PRODUCT33,ITEM04536,201607,201601,1099,207
A01,PRODUCT33,ITEM04536,201608,201601,1099,207
A01,PRODUCT33,ITEM04536,201609,201601,1099,207
A01,PRODUCT33,ITEM04536,201610,201601,1099,207
A01,PRODUCT33,ITEM00427,201415,201601,1199,120
A01,PRODUCT33,ITEM00427,201416,201601,1199,120
A01,PRODUCT33,ITEM00427,201417,201601,1199,120
A01,PRODUCT33,ITEM00427,201418,201601,1199,120
A01,PRODUCT33,ITEM00427,201419,201601,1199,120
A01,PRODUCT33,ITEM00427,201424,201601,1199,255
A01,PRODUCT33,ITEM00427,201425,201601,1199,255
A01,PRODUCT33,ITEM00427,201426,201601,1199,255
A01,PRODUCT33,ITEM00427,201427,201601,1199,255
A01,PRODUCT33,ITEM00427,201428,201601,1199,255
A01,PRODUCT33,ITEM00427,201431,201601,1199,196
A01,PRODUCT33,ITEM00427,201432,201601,1199,196
A01,PRODUCT33,ITEM00427,201433,201601,1199,196
A01,PRODUCT33,ITEM00427,201437,201601,1199,196
A01,PRODUCT33,ITEM00427,201438,201601,1199,196
A01,PRODUCT33,ITEM00427,201439,201601,1199,196
A01,PRODUCT33,ITEM00427,201440,201601,1199,120
A01,PRODUCT33,ITEM00427,201441,201601,1199,120
A01,PRODUCT33,ITEM00427,201442,201601,1199,120
A01,PRODUCT33,ITEM00427,201449,201601,1199,196
A01,PRODUCT33,ITEM00427,201450,201601,1199,196
A01,PRODUCT33,ITEM00427,201451,201601,1199,196
A01,PRODUCT33,ITEM00427,201452,201601,1199,196
A01,PRODUCT33,ITEM00427,201501,201601,1199,196
A01,PRODUCT33,ITEM00427,201502,201601,1199,196
A01,PRODUCT33,ITEM00427,201503,201601,1199,140
A01,PRODUCT33,ITEM00427,201504,201601,1199,140
A01,PRODUCT33,ITEM00427,201505,201601,1199,140
A01,PRODUCT33,ITEM00427,201506,201601,1199,195
A01,PRODUCT33,ITEM00427,201507,201601,1199,195
A01,PRODUCT33,ITEM00427,201508,201601,1199,195
A01,PRODUCT33,ITEM00427,201509,201601,1199,195
A01,PRODUCT33,ITEM00427,201511,201601,1199,195
A01,PRODUCT33,ITEM00427,201512,201601,1199,195
A01,PRODUCT33,ITEM00427,201513,201601,1199,195
A01,PRODUCT33,ITEM00427,201514,201601,1199,195
A01,PRODUCT33,ITEM00427,201515,201601,1199,139
A01,PRODUCT33,ITEM00427,201516,201601,1199,139
A01,PRODUCT33,ITEM00427,201517,201601,1199,139
A01,PRODUCT33,ITEM00427,201518,201601,1199,139
A01,PRODUCT33,ITEM00427,201519,201601,1199,139
A01,PRODUCT33,ITEM00427,201520,201601,1199,251
A01,PRODUCT33,ITEM02810,201521,201601,899,117
A01,PRODUCT33,ITEM02810,201524,201601,899,117
A01,PRODUCT33,ITEM02810,201525,201601,899,117
A01,PRODUCT33,ITEM02810,201526,201601,899,229
A01,PRODUCT33,ITEM02810,201527,201601,899,229
A01,PRODUCT33,ITEM02810,201528,201601,899,229
A01,PRODUCT33,ITEM02810,201529,201601,899,229
A01,PRODUCT33,ITEM02810,201532,201601,899,118
A01,PRODUCT33,ITEM02810,201533,201601,899,118
A01,PRODUCT33,ITEM02810,201534,201601,899,118
A01,PRODUCT33,ITEM02810,201535,201601,899,173
A01,PRODUCT33,ITEM02810,201536,201601,899,173
A01,PRODUCT33,ITEM02810,201537,201601,899,173
A01,PRODUCT33,ITEM02810,201538,201601,899,118
A01,PRODUCT33,ITEM02810,201539,201601,899,118
A01,PRODUCT33,ITEM02810,201540,201601,899,118
A01,PRODUCT33,ITEM02810,201541,201601,899,118
A01,PRODUCT33,ITEM02810,201545,201601,899,300
A01,PRODUCT33,ITEM02810,201546,201601,899,300
A01,PRODUCT33,ITEM02810,201547,201601,899,300
A01,PRODUCT33,ITEM02810,201548,201601,899,300
A01,PRODUCT33,ITEM02810,201549,201601,899,300
A01,PRODUCT33,ITEM02810,201551,201601,899,196
A01,PRODUCT33,ITEM02810,201552,201601,899,196
A01,PRODUCT33,ITEM02810,201553,201601,899,196
A01,PRODUCT33,ITEM02810,201601,201601,899,196
A01,PRODUCT33,ITEM02810,201602,201601,899,173
A01,PRODUCT33,ITEM02810,201603,201601,899,173
A01,PRODUCT33,ITEM02810,201604,201601,899,173
A01,PRODUCT33,ITEM02810,201605,201601,899,173
A01,PRODUCT33,ITEM02810,201606,201601,899,173
A01,PRODUCT33,ITEM02810,201607,201601,899,173
A01,PRODUCT33,ITEM02810,201608,201601,899,173
A01,PRODUCT33,ITEM02810,201609,201601,899,62
A01,PRODUCT33,ITEM02810,201610,201601,899,62
A01,PRODUCT33,ITEM02810,201611,201601,899,62
A01,PRODUCT33,ITEM02810,201612,201601,899,62
A01,PRODUCT33,ITEM02810,201613,201601,899,173
A01,PRODUCT33,ITEM02810,201614,201601,899,173
A01,PRODUCT33,ITEM02810,201615,201601,899,173
A01,PRODUCT33,ITEM02810,201616,201601,899,173
A01,PRODUCT33,ITEM02810,201617,201601,899,173
A01,PRODUCT33,ITEM02810,201618,201601,899,118
A01,PRODUCT33,ITEM02810,201619,201619,899,118
A01,PRODUCT33,ITEM02810,201620,201620,899,118
A01,PRODUCT33,ITEM02810,201621,201621,899,229
A01,PRODUCT33,ITEM02810,201622,201622,899,229
A01,PRODUCT33,ITEM02810,201623,201623,899,229
A01,PRODUCT33,ITEM02810,201624,201624,899,118
A01,PRODUCT33,ITEM02810,201625,201625,899,285
A01,PRODUCT33,ITEM02810,201626,201626,899,285
A01,PRODUCT33,ITEM02810,201627,201627,899,285
A01,PRODUCT33,ITEM02810,201628,201628,899,285
A01,PRODUCT33,ITEM04544,201415,201601,1099,90
A01,PRODUCT33,ITEM04544,201416,201601,1099,90
A01,PRODUCT33,ITEM04544,201417,201601,1099,90
A01,PRODUCT33,ITEM04544,201423,201601,1099,111
A01,PRODUCT33,ITEM04544,201424,201601,1099,111
A01,PRODUCT33,ITEM04544,201425,201601,1099,400
A01,PRODUCT33,ITEM04544,201426,201601,1099,400
A01,PRODUCT33,ITEM04544,201427,201601,1099,400
A01,PRODUCT33,ITEM04544,201428,201601,1099,400
A01,PRODUCT33,ITEM04544,201431,201601,1099,162
A01,PRODUCT33,ITEM04544,201432,201601,1099,162
A01,PRODUCT33,ITEM04544,201433,201601,1099,162
A01,PRODUCT33,ITEM04544,201440,201601,1099,107
A01,PRODUCT33,ITEM04544,201441,201601,1099,107
A01,PRODUCT33,ITEM04544,201442,201601,1099,107
A01,PRODUCT33,ITEM04544,201450,201601,1099,162
A01,PRODUCT33,ITEM04544,201451,201601,1099,218
A01,PRODUCT33,ITEM04544,201452,201601,1099,218
A01,PRODUCT33,ITEM04544,201501,201601,1099,218
A01,PRODUCT33,ITEM04544,201502,201601,1099,218
A01,PRODUCT33,ITEM04544,201503,201601,1099,106
A01,PRODUCT33,ITEM04544,201504,201601,1099,106
A01,PRODUCT33,ITEM02225,201529,201601,1199,251
A01,PRODUCT33,ITEM02225,201532,201601,1199,140
A01,PRODUCT33,ITEM02225,201533,201601,1199,140
A01,PRODUCT33,ITEM02225,201534,201601,1199,140
A01,PRODUCT33,ITEM02225,201535,201601,1199,140
A01,PRODUCT33,ITEM02225,201539,201601,1199,196
A01,PRODUCT33,ITEM02225,201540,201601,1199,196
A01,PRODUCT33,ITEM02225,201541,201601,1199,196
A01,PRODUCT33,ITEM02225,201542,201601,1199,196
A01,PRODUCT33,ITEM02225,201543,201601,1199,196
A01,PRODUCT33,ITEM02225,201545,201601,1199,400
A01,PRODUCT33,ITEM02225,201546,201601,1199,400
A01,PRODUCT33,ITEM02225,201547,201601,1199,400
A01,PRODUCT33,ITEM02225,201548,201601,1199,400
A01,PRODUCT33,ITEM02225,201549,201601,1199,400
A01,PRODUCT33,ITEM02225,201602,201601,1199,251
A01,PRODUCT33,ITEM02225,201603,201601,1199,251
A01,PRODUCT33,ITEM02225,201604,201601,1199,251
A01,PRODUCT33,ITEM02225,201605,201601,1199,251
A01,PRODUCT33,ITEM02225,201606,201601,1199,251
A01,PRODUCT33,ITEM02225,201607,201601,1199,251
A01,PRODUCT33,ITEM02225,201608,201601,1199,251
A01,PRODUCT33,ITEM02225,201610,201601,1199,196
A01,PRODUCT33,ITEM02225,201611,201601,1199,196
A01,PRODUCT33,ITEM02225,201612,201601,1199,196
A01,PRODUCT33,ITEM03358,201620,201620,999,218
A01,PRODUCT33,ITEM03358,201621,201621,999,218
A01,PRODUCT33,ITEM03358,201622,201622,999,218
A01,PRODUCT33,ITEM03358,201623,201623,999,218
A01,PRODUCT33,ITEM03358,201625,201625,999,273
A01,PRODUCT33,ITEM03358,201626,201626,999,273
A01,PRODUCT33,ITEM03358,201627,201627,999,273
A01,PRODUCT33,ITEM03358,201628,201628,999,273
A01,PRODUCT33,ITEM04545,201620,201620,1099,262
A01,PRODUCT33,ITEM04545,201621,201621,1099,262
A01,PRODUCT33,ITEM04545,201622,201622,1099,262
A01,PRODUCT33,ITEM04545,201623,201623,1099,262
A01,PRODUCT33,ITEM04545,201625,201625,1099,318
A01,PRODUCT33,ITEM04545,201626,201626,1099,318
A01,PRODUCT33,ITEM04545,201627,201627,1099,318
A01,PRODUCT33,ITEM04545,201628,201628,1099,318
A01,PRODUCT33,ITEM01053,201620,201620,1099,207
A01,PRODUCT33,ITEM01053,201621,201621,1099,207
A01,PRODUCT33,ITEM01053,201622,201622,1099,207
A01,PRODUCT33,ITEM01053,201623,201623,1099,207
A01,PRODUCT33,ITEM01053,201625,201625,1099,262
A01,PRODUCT33,ITEM01053,201626,201626,1099,262
A01,PRODUCT33,ITEM01053,201627,201627,1099,262
A01,PRODUCT33,ITEM01053,201628,201628,1099,262
A01,PRODUCT33,ITEM02823,201620,201620,1199,251
A01,PRODUCT33,ITEM02823,201621,201621,1199,251
A01,PRODUCT33,ITEM02823,201622,201622,1199,251
A01,PRODUCT33,ITEM02823,201623,201623,1199,251
A01,PRODUCT33,ITEM02823,201625,201625,1199,307
A01,PRODUCT33,ITEM02823,201626,201626,1199,307
A01,PRODUCT33,ITEM02823,201627,201627,1199,307
A01,PRODUCT33,ITEM02823,201628,201628,1199,307
A01,PRODUCT33,ITEM01636,201623,201623,1299,128
A01,PRODUCT33,ITEM01636,201624,201624,1299,351
A01,PRODUCT33,ITEM01636,201625,201625,1299,351
A01,PRODUCT33,ITEM01636,201626,201626,1299,351
A01,PRODUCT33,ITEM01636,201627,201627,1299,407
A01,PRODUCT33,ITEM01636,201628,201628,1299,407
A01,PRODUCT33,ITEM01636,201629,201629,1299,407
A01,PRODUCT33,ITEM01636,201630,201630,1299,407
A01,PRODUCT33,ITEM04541,201623,201623,1199,139
A01,PRODUCT33,ITEM04541,201624,201624,1199,362
A01,PRODUCT33,ITEM04541,201625,201625,1199,362
A01,PRODUCT33,ITEM04541,201626,201626,1199,362
A01,PRODUCT33,ITEM04541,201627,201627,1199,418
A01,PRODUCT33,ITEM04541,201628,201628,1199,418
A01,PRODUCT33,ITEM04541,201629,201629,1199,418
A01,PRODUCT33,ITEM04541,201630,201630,1199,418
A01,PRODUCT33,ITEM03366,201623,201623,1399,117
A01,PRODUCT33,ITEM03366,201624,201624,1399,340
A01,PRODUCT33,ITEM01049,201422,201601,1499,166
A01,PRODUCT33,ITEM01049,201423,201601,1499,166
A01,PRODUCT33,ITEM01049,201424,201601,1499,166
A01,PRODUCT33,ITEM01049,201425,201601,1499,278
A01,PRODUCT33,ITEM01049,201426,201601,1499,278
A01,PRODUCT33,ITEM01049,201427,201601,1499,278
A01,PRODUCT33,ITEM01049,201428,201601,1499,278
A01,PRODUCT33,ITEM01049,201434,201601,1499,274
A01,PRODUCT33,ITEM01049,201435,201601,1499,274
A01,PRODUCT33,ITEM01049,201436,201601,1499,274
A01,PRODUCT33,ITEM01049,201440,201601,1499,162
A01,PRODUCT33,ITEM01049,201441,201601,1499,162
A01,PRODUCT33,ITEM01049,201442,201601,1499,162
A01,PRODUCT33,ITEM01049,201450,201601,1499,162
A01,PRODUCT33,ITEM01049,201451,201601,1499,162
A01,PRODUCT33,ITEM01049,201452,201601,1499,162
A01,PRODUCT33,ITEM01049,201501,201601,1499,162
A01,PRODUCT33,ITEM01049,201502,201601,1499,162
A01,PRODUCT33,ITEM01049,201506,201601,1499,100
A01,PRODUCT33,ITEM01049,201507,201601,1499,100
A01,PRODUCT33,ITEM01049,201508,201601,1499,100
A01,PRODUCT33,ITEM01049,201509,201601,1499,100
A01,PRODUCT33,ITEM01049,201520,201601,1499,162
A01,PRODUCT33,ITEM01049,201521,201601,1499,162
A01,PRODUCT33,ITEM01049,201522,201601,1499,162
A01,PRODUCT33,ITEM01049,201523,201601,1499,162
A01,PRODUCT33,ITEM01049,201526,201601,1499,273
A01,PRODUCT33,ITEM01049,201527,201601,1499,273
A01,PRODUCT33,ITEM01049,201528,201601,1499,273
A01,PRODUCT33,ITEM01049,201529,201601,1499,273
A01,PRODUCT33,ITEM01049,201535,201601,1499,162
A01,PRODUCT33,ITEM01049,201536,201601,1499,162
A01,PRODUCT33,ITEM01049,201537,201601,1499,162
A01,PRODUCT33,ITEM01049,201538,201601,1499,162
A01,PRODUCT33,ITEM01049,201545,201601,1499,400
A01,PRODUCT33,ITEM01049,201546,201601,1499,400
A01,PRODUCT33,ITEM01049,201547,201601,1499,400
A01,PRODUCT33,ITEM01049,201548,201601,1499,400
A01,PRODUCT33,ITEM01049,201549,201601,1499,400
A01,PRODUCT33,ITEM02225,201515,201601,1199,151
A01,PRODUCT33,ITEM02225,201516,201601,1199,151
A01,PRODUCT33,ITEM02225,201517,201601,1199,151
A01,PRODUCT33,ITEM02225,201518,201601,1199,151
A01,PRODUCT33,ITEM02225,201519,201601,1199,151
A01,PRODUCT33,ITEM02225,201520,201601,1199,207
A01,PRODUCT33,ITEM02225,201521,201601,1199,207
A01,PRODUCT33,ITEM02225,201522,201601,1199,207
A01,PRODUCT33,ITEM02225,201523,201601,1199,207
A01,PRODUCT33,ITEM02225,201526,201601,1199,251
A01,PRODUCT33,ITEM02225,201527,201601,1199,251
A01,PRODUCT33,ITEM02225,201528,201601,1199,251
A01,PRODUCT33,ITEM03345,201606,201601,1299,240
A01,PRODUCT33,ITEM03345,201607,201601,1299,240
A01,PRODUCT33,ITEM03345,201608,201601,1299,240
A01,PRODUCT33,ITEM03345,201609,201601,1299,73
A01,PRODUCT33,ITEM03345,201610,201601,1299,73
A01,PRODUCT33,ITEM03345,201611,201601,1299,73
A01,PRODUCT33,ITEM03345,201612,201601,1299,73
A01,PRODUCT33,ITEM03345,201613,201601,1299,73
A01,PRODUCT33,ITEM03345,201614,201601,1299,185
A01,PRODUCT33,ITEM03345,201615,201601,1299,185
A01,PRODUCT33,ITEM03345,201616,201601,1299,185
A01,PRODUCT33,ITEM03345,201617,201601,1299,129
A01,PRODUCT33,ITEM03345,201618,201601,1299,129
A01,PRODUCT33,ITEM03345,201619,201619,1299,129
A01,PRODUCT33,ITEM03345,201620,201620,1299,129
A01,PRODUCT33,ITEM03345,201623,201623,1299,129
A01,PRODUCT33,ITEM03345,201624,201624,1299,129
A01,PRODUCT33,ITEM03345,201625,201625,1299,296
A01,PRODUCT33,ITEM03345,201626,201626,1299,296
A01,PRODUCT33,ITEM03345,201627,201627,1299,296
A01,PRODUCT33,ITEM03345,201628,201628,1299,296
A01,PRODUCT33,ITEM04556,201525,201601,1199,140
A01,PRODUCT33,ITEM04556,201526,201601,1199,140
A01,PRODUCT33,ITEM04556,201527,201601,1199,140
A01,PRODUCT33,ITEM04556,201530,201601,1199,140
A01,PRODUCT33,ITEM04556,201531,201601,1199,140
A01,PRODUCT33,ITEM04556,201532,201601,1199,140
A01,PRODUCT33,ITEM04556,201533,201601,1199,140
A01,PRODUCT33,ITEM04556,201534,201601,1199,196
A01,PRODUCT33,ITEM04556,201535,201601,1199,196
A01,PRODUCT33,ITEM04556,201536,201601,1199,196
A01,PRODUCT33,ITEM04556,201537,201601,1199,196
A01,PRODUCT33,ITEM04556,201538,201601,1199,196
A01,PRODUCT33,ITEM04556,201539,201601,1199,140
A01,PRODUCT33,ITEM04556,201540,201601,1199,140
A01,PRODUCT33,ITEM04556,201541,201601,1199,140
A01,PRODUCT33,ITEM04556,201542,201601,1199,140
A01,PRODUCT33,ITEM04556,201543,201601,1199,140
A01,PRODUCT33,ITEM04556,201544,201601,1199,140
A01,PRODUCT33,ITEM04556,201545,201601,1199,400
A01,PRODUCT33,ITEM04556,201546,201601,1199,400
A01,PRODUCT33,ITEM04556,201547,201601,1199,400
A01,PRODUCT33,ITEM04556,201548,201601,1199,400
A01,PRODUCT33,ITEM04556,201549,201601,1199,400
A01,PRODUCT33,ITEM04556,201550,201601,1199,251
A01,PRODUCT33,ITEM00427,201521,201601,1199,251
A01,PRODUCT33,ITEM00427,201522,201601,1199,251
A01,PRODUCT33,ITEM02221,201620,201620,999,218
A01,PRODUCT33,ITEM02221,201621,201621,999,218
A01,PRODUCT33,ITEM02221,201622,201622,999,218
A01,PRODUCT33,ITEM02221,201623,201623,999,218
A01,PRODUCT33,ITEM02221,201625,201625,999,218
A01,PRODUCT33,ITEM02221,201626,201626,999,218
A01,PRODUCT33,ITEM02221,201627,201627,999,218
A01,PRODUCT33,ITEM04549,201633,201630,1199,307
A01,PRODUCT33,ITEM02221,201628,201628,999,218
A01,PRODUCT33,ITEM04531,201503,201601,999,217
A01,PRODUCT33,ITEM04531,201504,201601,999,217
A01,PRODUCT33,ITEM04531,201505,201601,999,217
A01,PRODUCT33,ITEM03389,201503,201601,1099,217
A01,PRODUCT33,ITEM03389,201504,201601,1099,217
A01,PRODUCT33,ITEM03389,201505,201601,1099,217
A01,PRODUCT33,ITEM03920,201620,201620,1099,207
A01,PRODUCT33,ITEM03920,201621,201621,1099,207
A01,PRODUCT33,ITEM03920,201622,201622,1099,207
A01,PRODUCT33,ITEM03920,201623,201623,1099,207
A01,PRODUCT33,ITEM03920,201625,201625,1099,262
A01,PRODUCT33,ITEM03920,201626,201626,1099,318
A01,PRODUCT33,ITEM03920,201627,201627,1099,318
A01,PRODUCT33,ITEM03920,201628,201628,1099,318
A01,PRODUCT33,ITEM03920,201629,201629,1099,318
A01,PRODUCT33,ITEM03920,201630,201630,1099,373
A01,PRODUCT33,ITEM00423,201620,201620,999,162
A01,PRODUCT33,ITEM00423,201621,201621,999,162
A01,PRODUCT33,ITEM00423,201622,201622,999,162
A01,PRODUCT33,ITEM00423,201623,201623,999,162
A01,PRODUCT33,ITEM00423,201625,201625,999,218
A01,PRODUCT33,ITEM00423,201626,201626,999,273
A01,PRODUCT33,ITEM00423,201627,201627,999,273
A01,PRODUCT33,ITEM00423,201628,201628,999,273
A01,PRODUCT33,ITEM00423,201629,201629,999,273
A01,PRODUCT33,ITEM00423,201630,201630,999,329
A01,PRODUCT33,ITEM03363,201620,201620,1199,196
A01,PRODUCT33,ITEM03363,201621,201621,1199,196
A01,PRODUCT33,ITEM03363,201622,201622,1199,196
A01,PRODUCT33,ITEM03363,201623,201623,1199,196
A01,PRODUCT33,ITEM03363,201625,201625,1199,251
A01,PRODUCT33,ITEM03363,201626,201626,1199,307
A01,PRODUCT33,ITEM03363,201627,201627,1199,307
A01,PRODUCT33,ITEM03363,201628,201628,1199,307
A01,PRODUCT33,ITEM03363,201629,201629,1199,307
A01,PRODUCT33,ITEM03363,201630,201630,1199,362
A01,PRODUCT33,ITEM01011,201620,201620,1099,151
A01,PRODUCT33,ITEM01011,201621,201621,1099,151
A01,PRODUCT33,ITEM01011,201622,201622,1099,151
A01,PRODUCT33,ITEM01011,201623,201623,1099,151
A01,PRODUCT33,ITEM01011,201625,201625,1099,207
A01,PRODUCT33,ITEM01011,201626,201626,1099,262
A01,PRODUCT33,ITEM01011,201627,201627,1099,262
A01,PRODUCT33,ITEM01011,201628,201628,1099,262
A01,PRODUCT33,ITEM01011,201629,201629,1099,262
A01,PRODUCT33,ITEM01011,201630,201630,1099,318
A01,PRODUCT33,ITEM01645,201515,201601,999,106
A01,PRODUCT33,ITEM01645,201516,201601,999,106
A01,PRODUCT33,ITEM01645,201517,201601,999,106
A01,PRODUCT33,ITEM01645,201519,201601,999,106
A01,PRODUCT33,ITEM01645,201520,201601,999,106
A01,PRODUCT33,ITEM01645,201521,201601,999,106
A01,PRODUCT33,ITEM01645,201526,201601,999,162
A01,PRODUCT33,ITEM01645,201527,201601,999,162
A01,PRODUCT33,ITEM01645,201528,201601,999,162
A01,PRODUCT33,ITEM01645,201529,201601,999,162
A01,PRODUCT33,ITEM01645,201532,201601,999,107
A01,PRODUCT33,ITEM01645,201533,201601,999,107
A01,PRODUCT33,ITEM01645,201534,201601,999,107
A01,PRODUCT33,ITEM01645,201535,201601,999,107
A01,PRODUCT33,ITEM01645,201540,201601,999,107
A01,PRODUCT33,ITEM01645,201541,201601,999,107
A01,PRODUCT33,ITEM01645,201542,201601,999,107
A01,PRODUCT33,ITEM01645,201543,201601,999,107
A01,PRODUCT33,ITEM04552,201515,201601,1099,106
A01,PRODUCT33,ITEM04552,201516,201601,1099,106
A01,PRODUCT33,ITEM04552,201517,201601,1099,106
A01,PRODUCT33,ITEM03351,201536,201601,799,151
A01,PRODUCT33,ITEM03351,201537,201601,799,151
A01,PRODUCT33,ITEM03351,201538,201601,799,151
A01,PRODUCT33,ITEM03351,201540,201601,799,96
A01,PRODUCT33,ITEM03351,201541,201601,799,96
A01,PRODUCT33,ITEM03351,201542,201601,799,96
A01,PRODUCT33,ITEM03351,201543,201601,799,96
A01,PRODUCT33,ITEM03351,201545,201601,799,300
A01,PRODUCT33,ITEM03351,201546,201601,799,300
A01,PRODUCT33,ITEM03351,201547,201601,799,300
A01,PRODUCT33,ITEM03351,201548,201601,799,300
A01,PRODUCT33,ITEM03351,201549,201601,799,300
A01,PRODUCT33,ITEM03351,201551,201601,799,151
A01,PRODUCT33,ITEM03351,201552,201601,799,151
A01,PRODUCT33,ITEM03351,201553,201601,799,151
A01,PRODUCT33,ITEM03351,201601,201601,799,151
A01,PRODUCT33,ITEM03351,201604,201601,799,129
A01,PRODUCT33,ITEM03351,201605,201601,799,129
A01,PRODUCT33,ITEM03351,201606,201601,799,129
A01,PRODUCT33,ITEM03351,201607,201601,799,129
A01,PRODUCT33,ITEM03351,201610,201601,799,129
A01,PRODUCT33,ITEM03351,201632,201630,799,185
A01,PRODUCT33,ITEM03351,201611,201601,799,129
A01,PRODUCT33,ITEM03351,201612,201601,799,129
A01,PRODUCT33,ITEM03351,201613,201601,799,129
A01,PRODUCT33,ITEM03351,201614,201601,799,129
A01,PRODUCT33,ITEM03351,201615,201601,799,129
A01,PRODUCT33,ITEM03351,201616,201601,799,129
A01,PRODUCT33,ITEM03351,201617,201601,799,129
A01,PRODUCT33,ITEM03351,201620,201620,799,185
A01,PRODUCT33,ITEM03351,201621,201621,799,185
A01,PRODUCT33,ITEM03351,201622,201622,799,185
A01,PRODUCT33,ITEM03351,201623,201623,799,185
A01,PRODUCT33,ITEM03351,201625,201625,799,240
A01,PRODUCT33,ITEM03351,201626,201626,799,240
A01,PRODUCT33,ITEM03351,201627,201627,799,240
A01,PRODUCT33,ITEM03351,201628,201628,799,240
A01,PRODUCT33,ITEM03351,201629,201629,799,240
A01,PRODUCT33,ITEM03351,201630,201630,799,185
A01,PRODUCT33,ITEM00421,201420,201601,899,130
A01,PRODUCT33,ITEM00421,201421,201601,899,130
A01,PRODUCT33,ITEM00421,201422,201601,899,130
A01,PRODUCT33,ITEM00421,201423,201601,899,130
A01,PRODUCT33,ITEM00421,201424,201601,899,130
A01,PRODUCT33,ITEM00421,201425,201601,899,133
A01,PRODUCT33,ITEM00421,201426,201601,899,133
A01,PRODUCT33,ITEM02224,201519,201601,1099,151
A01,PRODUCT33,ITEM02224,201520,201601,1099,207
A01,PRODUCT33,ITEM02224,201521,201601,1099,207
A01,PRODUCT33,ITEM02224,201522,201601,1099,207
A01,PRODUCT33,ITEM02224,201523,201601,1099,207
A01,PRODUCT33,ITEM04552,201519,201601,1099,106
A01,PRODUCT33,ITEM04552,201520,201601,1099,106
A01,PRODUCT33,ITEM04552,201521,201601,1099,106
A01,PRODUCT33,ITEM04552,201526,201601,1099,151
A01,PRODUCT33,ITEM04552,201527,201601,1099,151
A01,PRODUCT33,ITEM04552,201528,201601,1099,151
A01,PRODUCT33,ITEM04552,201529,201601,1099,151
A01,PRODUCT33,ITEM04552,201532,201601,1099,96
A01,PRODUCT33,ITEM04552,201533,201601,1099,96
A01,PRODUCT33,ITEM04552,201534,201601,1099,96
A01,PRODUCT33,ITEM04552,201535,201601,1099,96
A01,PRODUCT33,ITEM04552,201540,201601,1099,96
A01,PRODUCT33,ITEM04552,201541,201601,1099,96
A01,PRODUCT33,ITEM04552,201542,201601,1099,96
A01,PRODUCT33,ITEM04552,201543,201601,1099,96
A01,PRODUCT33,ITEM03344,201525,201601,1199,140
A01,PRODUCT33,ITEM03344,201526,201601,1199,140
A01,PRODUCT33,ITEM03344,201527,201601,1199,140
A01,PRODUCT33,ITEM03344,201530,201601,1199,140
A01,PRODUCT33,ITEM03344,201531,201601,1199,140
A01,PRODUCT33,ITEM03344,201532,201601,1199,140
A01,PRODUCT33,ITEM03344,201533,201601,1199,140
A01,PRODUCT33,ITEM03344,201534,201601,1199,251
A01,PRODUCT33,ITEM03344,201535,201601,1199,251
A01,PRODUCT33,ITEM03344,201536,201601,1199,251
A01,PRODUCT33,ITEM03344,201537,201601,1199,251
A01,PRODUCT33,ITEM03344,201538,201601,1199,251
A01,PRODUCT33,ITEM03344,201539,201601,1199,196
A01,PRODUCT33,ITEM03344,201540,201601,1199,196
A01,PRODUCT33,ITEM03344,201541,201601,1199,196
A01,PRODUCT33,ITEM03344,201542,201601,1199,196
A01,PRODUCT33,ITEM03344,201543,201601,1199,196
A01,PRODUCT33,ITEM03344,201544,201601,1199,196
A01,PRODUCT33,ITEM03344,201545,201601,1199,450
A01,PRODUCT33,ITEM03344,201546,201601,1199,450
A01,PRODUCT33,ITEM03344,201547,201601,1199,450
A01,PRODUCT33,ITEM03344,201548,201601,1199,450
